-0.059871748	0.04775642	0.026831334	-0.057692256	0.026007786	0.05150576	-0.0006059073	0.063264385	0.01602431	-0.049004704	-0.021270176	-0.018387545	0.07674096	-0.011168689	-0.049868263	0.06540873
-0.052993298	0.001314592	-0.024916638	0.008445148	-0.08509137	0.02309156	-0.044063617	-0.06851443	0.034471042	-0.03179075	-0.09884621	-0.02790446	-0.045435242	0.026790487	-0.00949026	0.0043528215
-0.04612074	-0.096137755	-0.06373815	-0.018398767	0.0023305195	0.011874127	-0.00975525	-0.06138393	0.07790838	0.034126833	-0.017885843	-0.007933406	-0.017283717	-0.010865762	0.03542832	0.04518823
0.034168247	-0.06891464	0.02371343	0.044192515	0.07039515	-0.027319657	0.07080773	0.0059190947	-0.0006533596	0.0077562155	0.013701048	0.014737659	0.08317115	0.03479813	-0.019695362	-0.04666113
-0.09137796	-0.07883265	0.05418566	-0.012603878	0.040403116	0.07911414	-0.061240446	-0.0004254717	0.045118086	-0.00910388	-0.066465996	-0.009734518	-0.02220497	-0.054786902	-0.054812547	0.08585748
0.009385539	-0.1771709	-0.07425381	0.06804408	-0.06756795	-0.03349802	0.04558404	-0.044942636	0.053182367	0.0461284	0.016270148	-0.044619884	-0.08126741	-0.04033902	0.10050088	-0.046272475
0.017467007	0.08416051	0.014751866	0.04451297	-0.039062437	-0.017754028	-0.06629394	-0.029717837	0.01816843	0.034307335	-0.0032052817	0.053791236	-0.08124536	0.00013263966	-0.009961762	-0.022939965
-0.041933455	-0.013765935	-0.03281317	0.010081431	0.04345585	-0.014624969	0.021135408	0.039395984	-0.046718385	0.053142823	0.051693823	-0.018188197	0.085210465	-0.051385164	-0.036219154	-0.007447583
-0.017420458	-0.061829314	-0.04674255	0.07278982	-0.0078734895	-0.0029794758	0.06310451	0.020295676	-0.015341932	0.014456078	-0.0072734174	0.06820677	-0.032603603	0.016804809	0.046499956	-0.039769713
-0.04120187	-0.0377194	0.0046977988	0.012895894	-0.0007904932	-0.000700595	-0.03813944	0.044432767	-0.029537914	0.033391703	0.027705388	-0.047166422	0.031954356	-0.014934658	-0.03860021	0.023605984
0.009460151	-0.05783692	0.048958044	0.0040351893	-0.022436842	0.03924238	0.012272321	0.047341395	-0.031613473	0.0012428414	-0.015490824	0.013915401	0.016471237	0.019438697	-0.028795445	0.042301062
0.069743104	-0.26327625	-0.14113903	0.0775646	-0.17313437	-0.11285523	0.12686992	0.14917499	-0.05920458	0.10969306	0.09464446	0.089400105	-0.06350012	0.026664808	0.12796858	-0.14867742
-0.14140442	0.07361173	0.12563866	-0.075234145	0.08100504	0.06406202	-0.080662586	-0.15755117	0.10717886	-0.1529403	-0.13588183	-0.07976503	0.024052827	-0.019889526	-0.031091817	0.17213708
0.016496481	0.049711972	0.05987192	-0.07131367	0.00018266641	0.0652547	-0.064196914	0.011400098	0.042895634	-0.008159519	-0.026838865	0.020359272	0.08533145	-0.0350164	-0.08119542	-0.013758797
0.2363691	-0.32013568	-0.13040526	0.17871468	-0.20261827	-0.16284291	0.1557187	0.2828048	-0.23147726	0.24873379	0.17711224	0.16803141	-0.17025453	0.14648981	0.21981865	-0.21711835
